GP_Type,Country,Practice_Type,Gender,Age,'\'Sample Count\'','\'Average Tot Expenses\'',EER,'\'Average Total Expenses\'','\'Average Office and General Business\'','\'Average Employee\'','\'Average Interest\'','\'Average Other\'','Average Net Capital Allowances\'','\'\%Zero Employee\'','\'\%Zero Car and Travel\'','\'Median Income Before Tax\''
Salaried,England,Non-dispensing,Male,>=40<50,-0.411743,-1.379559,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,England,Non-dispensing,Male,>=50<60,-0.447643,-1.407732,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,England,Non-dispensing,Male,>=60,-0.483543,-1.349102,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,England,Non-dispensing,Female,<40,0.521657,-1.434382,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,England,Non-dispensing,Female,<40,-0.088643,-1.437428,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,England,Non-dispensing,Female,>=40<50,-0.160443,-1.420677,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,England,Non-dispensing,Female,>=50<60,-0.339943,-1.448088,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,England,Non-dispensing,Female,>=60,-0.483543,-1.473215,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,Scotland,Non-dispensing,Female,<40,-0.483543,-1.432859,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,Scotland,Non-dispensing,Female,<40,-0.483543,0,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,Scotland,Non-dispensing,Female,<40,-0.483543,-1.424484,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,Scotland,Non-dispensing,Female,<40,-0.483543,-1.480829,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,Scotland,Non-dispensing,Female,<40,-0.483543,-1.388697,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,Scotland,Non-dispensing,Female,<40,-0.483543,-1.473976,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,Scotland,Non-dispensing,Female,<40,-0.483543,-1.433621,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,Scotland,Non-dispensing,Female,>=40<50,-0.483543,0,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,Scotland,Non-dispensing,Female,>=50<60,-0.483543,-1.476261,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,Scotland,Non-dispensing,Male,<40,-0.483543,-1.483875,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,Scotland,Non-dispensing,Female,<40,-0.483543,-1.418392,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Salaried,Scotland,Non-dispensing,Female,<40,-0.483543,-1.422199,0,-0,0,0,-0,0,0,-0,0,'\'(-inf-95125]\''
Contractor,England,Non-dispensing,Female,<40,6.911861,1.203965,1.13904,1.066864,1.102035,1.288413,0.504225,0.076906,0.891533,-0.51178,-0.154674,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.090857,0.8065,0.927191,0.420323,0.873152,0.075317,-0.413177,0.497192,1.240902,1.475132,0.603415,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,2.029458,1.033405,1.017983,0.789421,1.206073,0.836793,0.198424,0.213584,1.240902,-0.331152,0.268106,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,1.814058,1.125538,1.017983,0.93929,0.914767,1.191203,0.565385,-0.121277,0.542163,-0.873037,-0.169253,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.557557,1.298382,1.199568,1.220448,0.997997,1.614471,0.993506,-0.046104,0.716848,-0.873037,-1.1606,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.342157,2.09712,1.698924,2.519724,1.5598,3.366271,1.543947,0.063238,1.590271,-1.234293,-0.592033,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.270357,1.414119,1.275228,1.408713,1.164458,1.30259,0.320744,1.033654,1.066217,-0.692408,-2.122789,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.593457,1.405743,1.002851,1.395089,1.206073,1.80889,-0.168537,-0.439054,1.590271,0.752619,-1.233493,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.952458,1.146858,0.987719,0.97397,1.289303,0.986658,0.259584,0.346846,0.891533,-1.053665,-0.489983,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.593457,1.067669,1.184436,0.845157,0.935575,1.075767,0.014944,-0.199867,0.192794,-0.873037,1.798863,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.557557,0.89178,0.851531,0.559044,0.519425,1.037288,-0.718978,-0.5894,0.018109,-0.150523,3.125518,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.557557,1.274016,1.184436,1.180814,1.39334,1.316766,1.299306,0.387849,1.415587,-1.234293,-1.116864,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.234457,1.329601,1.698924,1.27123,1.102035,1.723832,3.684551,0.131577,1.764956,-0.692408,-1.816638,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.701158,1.741533,1.577868,1.941305,1.663838,1.432203,1.727427,2.332097,2.114325,-1.234293,-0.985656,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,5.69126,1.090512,1.033115,0.882315,0.97719,1.258035,0.259584,-0.401468,0.716848,-0.51178,0.02027,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.485757,0.961831,1.048248,0.672994,0.64427,0.90565,0.748865,-0.15203,0.542163,-0.873037,-0.067202,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,>=40<50,2.460258,1.270971,1.199568,1.175859,1.122843,1.432203,0.748865,0.100825,1.066217,-1.053665,-0.081781,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,>=50<60,2.029458,1.309042,1.184436,1.237789,1.268495,1.472707,0.443064,0.155496,0.891533,-1.234293,-0.30046,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,>=60,0.342157,0.94508,0.866663,0.645745,1.039612,0.688953,-0.229697,0.025652,1.415587,3.462044,-0.096359,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Male,<40,3.429559,1.411073,1.078512,1.403759,1.455763,1.622572,0.626545,0.268256,1.415587,-0.51178,-0.140095,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Male,<40,-0.016843,1.115639,0.851531,0.923188,0.685885,1.142599,1.054666,0.025652,0.716848,-0,0,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Male,>=40<50,0.952458,1.572496,1.199568,1.666339,1.64303,1.938503,0.932345,0.346846,1.590271,-0,0,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Male,>=50<60,0.844758,1.530618,1.123908,1.598217,1.64303,1.843319,0.504225,0.343429,1.240902,-0,0,'\'(145050-194975]\''
Contractor,England,Non-dispensing,Male,>=60,0.090857,1.006755,0.881795,0.746071,1.164458,0.778062,-0.229697,0.114493,1.764956,-0,0,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,2.962859,0.968684,1.2147,0.684141,0.706692,0.907675,0.443064,-0.141779,0.542163,-0.692408,-0.169253,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,-0.016843,0.803454,1.275228,0.415368,0.602655,0.6606,0.381904,-0.329712,0.367479,-0,0,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,>=40<50,1.024258,0.983151,1.2147,0.707674,0.623462,0.948179,0.565385,-0.138362,0.716848,-0,0,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,>=50<60,0.665258,1.057009,1.275228,0.827817,0.831537,1.051464,0.381904,-0.056355,0.367479,-0,0,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,>=60,-0.268143,0.788987,0.851531,0.391835,0.7275,0.466181,-0.107377,-0.19645,0.367479,-0,0,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,<40,0.701158,1.906001,1.66866,2.208839,1.975951,1.588143,1.910907,2.776301,1.93964,-1.414922,-0.956499,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,<40,-0.411743,1.714883,1.562736,1.897954,1.830298,0.429727,0.748865,4.112331,0.367479,1.113875,-0.271303,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,<40,-0.088643,1.959301,1.774585,2.29554,2.288063,1.312716,1.666267,3.558784,2.463694,-1.776179,-0.854448,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,<40,-0.232243,1.757523,1.471944,1.967315,1.72626,1.468656,2.461348,2.393602,1.590271,-1.414922,-0.985656,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,<40,-0.339943,1.618182,1.502208,1.740654,1.372533,1.482833,1.910907,1.710211,1.590271,-1.59555,-2.42894,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,<40,-0.339943,2.42225,1.880509,3.0486,2.288063,3.265011,2.522508,1.754631,2.813064,-0,-0.067202,'\'(145050-194975]\''
Contractor,England,Dispensing,Female,<40,-0.268143,2.292045,1.789717,2.836802,1.185265,2.017486,0.993506,3.849225,1.764956,-1.234293,-2.560148,'\'(145050-194975]\''
Contractor,England,Dispensing,Female,<40,-0.268143,1.957779,1.547604,2.293063,2.121603,1.270186,0.748865,3.545116,1.066217,-1.776179,-0.956499,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,<40,-0.304043,1.398129,1.396284,1.382703,2.308871,1.019061,1.482786,1.491526,0.542163,-1.776179,1.28861,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,<40,-0.483543,1.698132,1.426548,1.870705,1.39334,1.385623,0.381904,2.349182,-0.156575,-0,3.285883,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,<40,-0.304043,1.998896,1.593,2.359946,2.308871,1.849394,3.684551,2.502945,4.90928,-1.776179,-1.758323,'\'(145050-194975]\''
Contractor,England,Dispensing,Female,<40,-0.304043,1.861077,2.001565,2.135763,2.184026,1.792689,3.31759,2.335514,2.114325,-0.51178,-1.495908,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,<40,0.270357,2.179354,1.819981,2.653491,2.142411,1.713706,2.094388,3.756967,2.638379,-1.234293,-1.116864,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,<40,-0.088643,1.413358,1.335756,1.407475,1.64303,1.363346,1.666267,1.009735,0.716848,-1.956807,-0.679505,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,<40,-0.339943,1.648639,1.51734,1.790197,1.851106,1.320816,2.216708,2.150998,1.415587,-0,-1.043971,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,>=40<50,-0.016843,2.014886,1.789717,2.385957,1.996758,1.796739,2.094388,2.858308,2.463694,-2.137435,-0.985656,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,>=50<60,-0.088643,1.893057,1.638396,2.187783,1.975951,1.480807,1.727427,2.926647,1.590271,-1.776179,-1.146021,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,>=60,-0.411743,1.867169,1.396284,2.145671,1.996758,1.472707,1.238146,2.817305,2.114325,4.365186,0.180634,'\'(145050-194975]\''
Contractor,England,Dispensing,Male,<40,0.126757,2.227324,1.638396,2.731522,2.412908,2.043814,2.094388,3.264926,2.28901,-1.59555,-1.058549,'\'(145050-194975]\''
Contractor,England,Dispensing,Male,<40,-0.411743,1.944834,1.487076,2.272007,2.059181,1.766361,2.583669,2.554199,1.415587,-0,0,'\'(145050-194975]\''
Contractor,England,Dispensing,Male,>=40<50,-0.268143,2.461082,1.819981,3.111767,2.870674,2.450879,2.216708,3.466526,2.987748,-0,0,'\'(145050-194975]\''
Contractor,England,Dispensing,Male,>=50<60,-0.268143,2.185445,1.562736,2.6634,2.100796,1.871671,2.094388,3.466526,1.93964,-0,0,'\'(145050-194975]\''
Contractor,England,Dispensing,Male,>=60,-0.447643,1.953971,1.396284,2.28687,2.329678,1.600294,0.932345,2.871976,2.28901,-0,0,'\'(145050-194975]\''
Contractor,England,Dispensing,Female,<40,0.019057,1.520719,1.714056,1.582115,1.455763,1.041338,1.727427,2.195419,1.590271,-1.414922,-0.83987,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,<40,-0.447643,1.267925,1.562736,1.170905,1.601415,0.747684,1.788587,1.631621,1.240902,-0,0,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,>=40<50,-0.268143,1.576303,1.759453,1.672532,1.14365,1.156775,1.972067,2.260341,1.93964,-0,0,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,>=50<60,-0.339943,1.53747,1.74432,1.609364,1.851106,1.00691,1.360466,2.270592,1.415587,-0,0,'\'(95125-145050]\''
Contractor,England,Dispensing,Female,>=60,-0.483543,1.595339,1.396284,1.703497,0.956382,1.077792,2.216708,2.636206,1.415587,-0,0,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,5.69126,1.048634,0.987719,0.814193,0.89396,1.221581,0.198424,-0.521061,0.716848,-0.331152,0.02027,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,-0.016843,0.57198,0.685079,0.038839,0.623462,-0.015817,-0.718978,-0.435637,1.415587,1.475132,0.822094,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,1.562758,0.810307,0.775871,0.426516,0.935575,0.721356,-0.168537,-0.592817,0.891533,-0.150523,0.530522,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,1.526858,1.029598,0.942323,0.783228,0.789922,1.148674,0.259584,-0.507393,0.542163,-0.873037,-0.052624,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.378057,1.219955,1.108776,1.092874,0.914767,1.644849,0.748865,-0.473224,0.542163,-0.692408,-0.854448,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.126757,1.995089,1.638396,2.353754,1.330918,3.396649,1.238146,-0.469807,1.066217,-0.873037,-0.766977,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.019057,0.937465,0.881795,0.633359,1.14365,0.913751,-0.046216,-0.493726,0.716848,-0.331152,-1.889531,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.593457,1.405743,1.002851,1.395089,1.206073,1.80889,-0.168537,-0.439054,1.590271,0.752619,-1.233493,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.701158,0.9664,0.836399,0.680426,1.102035,0.923877,0.137264,-0.367298,0.891533,-0.873037,-0.387932,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.378057,0.974775,1.123908,0.69405,0.56104,1.091969,-0.352017,-0.678241,0.192794,-0.692408,1.944649,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.485757,0.847617,0.821267,0.487206,0.47781,1.019061,-0.780138,-0.749997,0.018109,0.030105,3.110939,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.342157,1.072238,1.033115,0.852589,1.14365,1.168926,0.626545,-0.199867,0.367479,-1.053665,-0.94192,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.019057,1.083659,1.532472,0.871168,0.581847,1.691428,3.806871,-0.890092,1.590271,-0.873037,-1.962424,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,-0.088643,0.859038,0.896927,0.505785,0.665077,0.867171,1.115826,-0.548397,1.066217,-1.414922,-0.708662,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,5.26046,1.063101,1.002851,0.837726,0.914767,1.247909,0.137264,-0.521061,0.716848,-0.331152,0.078584,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,0.342157,0.801931,0.896927,0.412891,0.373772,0.80844,0.381904,-0.685075,0.367479,-0.692408,0.166056,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,>=40<50,1.957658,1.101934,1.033115,0.900894,0.914767,1.349169,0.443064,-0.527895,0.716848,-0.873037,0.136899,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,>=50<60,1.598658,1.171224,1.048248,1.013605,1.102035,1.470681,0.137264,-0.497143,0.716848,-1.234293,-0.096359,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,>=60,0.234457,0.810307,0.760739,0.426516,0.914767,0.573517,-0.413177,-0.384383,1.240902,3.281416,-0.140095,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Male,<40,2.783359,1.224524,0.927191,1.100306,1.22688,1.525362,0.320744,-0.415136,1.240902,-0.150523,0.078584,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Male,<40,-0.088643,0.895587,0.624551,0.565237,0.332157,0.976532,0.626545,-0.644072,0.367479,-0,0,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Male,>=40<50,0.701158,1.366149,1.017983,1.330683,1.372533,1.821041,0.626545,-0.374132,1.240902,-0,0,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Male,>=50<60,0.593457,1.369956,0.987719,1.336875,1.538993,1.835218,0.137264,-0.42197,1.066217,-0,0,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Male,>=60,0.019057,0.859038,0.760739,0.505785,0.997997,0.648449,-0.413177,-0.316044,1.764956,-0,0,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,2.388458,0.851424,1.093644,0.493399,0.540232,0.879322,0.137264,-0.640655,0.192794,-0.692408,-0.038045,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,<40,-0.088643,0.709798,1.199568,0.263022,0.415387,0.644399,0.137264,-0.726079,0.192794,-0,0,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,>=40<50,0.772958,0.849901,1.06338,0.490922,0.498617,0.901599,0.259584,-0.674824,0.367479,-0,0,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,>=50<60,0.485757,0.948887,1.13904,0.651938,0.602655,1.063616,0.137264,-0.579149,0.192794,-0,0,'\'(95125-145050]\''
Contractor,England,Non-dispensing,Female,>=60,-0.304043,0.690001,0.760739,0.230819,0.706692,0.391248,-0.413177,-0.54498,0.367479,-0,0,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,0.054957,0.229337,0.321911,-0.518525,-0.645796,-0.44111,-0.352017,-0.374132,-0.33126,0.210734,1.069931,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.447643,0.153195,0.427835,-0.642383,0.040852,-0.957536,-0.474337,0.278506,0.192794,7.797125,1.230296,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.232243,0.30015,0.548891,-0.403336,-0.645796,-0.321623,-0.535497,-0.278457,-0.505945,0.57199,0.778358,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.339943,0.086189,-0.20771,-0.751378,-0.833064,-0.633504,-0.413177,-0.657739,-0.33126,-1.59555,1.696812,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.447643,0.33213,0.624551,-0.351316,-0.687411,-0.131254,0.626545,-0.538146,-0.855314,-0,0.180634,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.304043,0.378577,0.518627,-0.275762,-0.416914,-0.463387,-0.229697,0.374181,0.891533,-1.59555,1.696812,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.160443,0.153195,0.231118,-0.642383,-0.749834,-0.428959,-0.413177,-0.753414,-1.029999,1.294504,0.76378,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.375843,0.080098,0.004138,-0.761287,-0.957909,-0.63958,-0.290857,-0.599651,-0.505945,0.933247,1.303189,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,>=40<50,-0.268143,0.224007,0.397571,-0.527195,-0.645796,-0.503891,-0.290857,-0.254539,-0.156575,0.030105,0.894987,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,>=50<60,-0.339943,0.35345,0.548891,-0.316635,-0.375299,-0.179859,-0.229697,-0.401468,-0.505945,0.030105,0.909566,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,>=60,-0.483543,0.195835,-0.010994,-0.573022,-0.833064,-0.564647,-0.963618,-0.268207,-1.029999,0.57199,1.93007,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Male,<40,-0.232243,0.357257,0.17059,-0.310442,-0.458529,-0.206186,-0.107377,-0.305793,0.018109,-0.873037,0.953302,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Male,<40,-0.483543,0.23619,-0.162314,-0.507377,-0.666604,-0.3439,-0.046216,-0.483475,0.018109,-0,0,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Male,>=40<50,-0.411743,0.364872,0.261382,-0.298056,-0.562566,-0.258842,0.014944,-0.169115,0.367479,-0,0,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Male,>=50<60,-0.411743,0.475279,0.427835,-0.118462,-0.021571,0.071266,0.076104,-0.3878,-0.156575,-0,0,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Male,>=60,-0.483543,0.197358,-0.298502,-0.570545,-0.978716,-0.584899,-0.963618,-0.227203,-0.855314,-0,0,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.196343,0.116646,0.488363,-0.701835,-0.812256,-0.64768,-0.535497,-0.435637,-0.680629,1.294504,1.18656,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.447643,-0.017365,0.110062,-0.919826,-1.124369,-0.823873,-0.474337,-0.66799,-0.855314,-0,0,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,>=40<50,-0.375843,0.118169,0.518627,-0.699358,-0.708219,-0.688184,-0.596658,-0.316044,-0.505945,-0,0,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,>=50<60,-0.447643,0.22553,0.700211,-0.524717,-0.729026,-0.443135,-0.596658,-0.415136,-0.680629,-0,0,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,>=60,-0.483543,0.19355,0.821267,-0.576738,-0.500144,-0.511992,-1.024778,-0.367298,-1.204683,-0,0,'\'(-inf-95125]\''
Contractor,Wales,Dispensing,Female,<40,-0.375843,0.633656,0.821267,0.139164,-0.208838,-0.358076,0.014944,1.214752,0.716848,-0,1.565604,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Female,<40,-0.483543,0.748631,1.426548,0.32619,0.228119,-0.457311,-0.657818,1.85714,1.93964,-0,3.329619,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Female,<40,-0.447643,0.84914,1.184436,0.489683,-0.167223,0.016586,-0.352017,1.522278,0.018109,-0,3.008889,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Female,<40,-0.483543,0.352689,0.140326,-0.317874,-0.396106,-0.671983,0.320744,0.71246,1.415587,-0,0.486786,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Female,<40,-0.483543,0.441014,0.321911,-0.174198,-0.333684,-0.807671,1.176986,0.664622,0.192794,-0,0,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Female,<40,-0.411743,0.668681,0.851531,0.196139,-0.250453,-0.422883,0.198424,1.566699,1.415587,-0,2.644423,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Female,<40,-0.483543,0.527817,0.715343,-0.032999,-0.042378,-0.159607,-0.596658,0.138411,-1.204683,-0,-1.787481,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Female,<40,-0.483543,0.457004,0.427835,-0.148188,-0.354491,-0.475538,-0.046216,0.722711,1.415587,-0,2.498637,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Female,>=40<50,-0.447643,0.621473,0.912059,0.119347,-0.292068,-0.39453,0.137264,1.303593,1.240902,-0,1.346925,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Female,>=50<60,-0.483543,0.808784,1.048248,0.424038,0.061659,-0.139355,-0.046216,1.41977,-0.33126,-0,1.317768,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Female,>=60,-0.483543,0.58797,0.473231,0.064849,-0.229646,-0.552496,-0.413177,1.334346,0.018109,-0,1.128246,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Male,<40,-0.447643,0.715128,0.654815,0.271693,-0.146416,-0.165682,0.076104,1.163498,0.891533,-0,1.842598,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Male,<40,-0.483543,0.788987,0.624551,0.391835,-0.208838,0.06114,0.565385,1.067823,1.764956,-0,0,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Male,>=40<50,-0.483543,0.680103,0.669947,0.214718,-0.354491,-0.220363,0.320744,1.269424,1.590271,-0,0,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Male,>=50<60,-0.483543,0.77452,0.851531,0.368302,0.144889,-0.082649,-0.413177,1.033654,-0.680629,-0,0,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Male,>=60,-0.483543,0.55599,0.09493,0.012828,-0.250453,-0.568698,-0.168537,1.324095,0.367479,-0,0,'\'(145050-194975]\''
Contractor,Wales,Dispensing,Female,<40,-0.447643,0.547614,1.017983,-0.000796,-0.250453,-0.562622,-0.107377,1.269424,0.716848,-0,1.259453,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Female,<40,-0.483543,0.14025,0.185722,-0.663439,-0.479336,-0.985889,-0.596658,0.387849,1.066217,-0,0,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Female,>=40<50,-0.483543,0.575787,1.123908,0.045032,-0.250453,-0.530219,-0.046216,1.330929,1.066217,-0,0,'\'(95125-145050]\''
Contractor,Wales,Dispensing,Female,>=50<60,-0.483543,0.860561,1.36602,0.508262,-0.063186,-0.226438,0.504225,1.993818,0.192794,-0,0,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.088643,0.132636,0.185722,-0.675825,-0.749834,-0.461362,-0.413177,-0.753414,-0.680629,0.933247,0.953302,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.483543,-0.072949,-0.086654,-1.010243,-0.042378,-1.14588,-0.413177,-0.319461,-0.680629,11.590321,0.44305,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.304043,0.185936,0.382439,-0.589124,-0.749834,-0.39048,-0.535497,-0.654323,-0.505945,1.113875,0.326421,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.375843,0.019945,-0.298502,-0.859135,-0.937101,-0.623378,-0.596658,-0.999435,-0.680629,-1.234293,1.988385,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.483543,0.303196,0.715343,-0.398382,-0.791449,0.046964,0.504225,-0.855923,-1.029999,-0,0.997038,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.411743,0.159286,0.200854,-0.632474,-0.541759,-0.49579,-0.535497,-0.527895,0.367479,-1.053665,0.967881,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.196343,0.125022,0.185722,-0.688211,-0.812256,-0.451236,-0.413177,-0.821753,-1.029999,1.475132,0.953302,'\'(95125-145050]\''
Contractor,Wales,Non-dispensing,Female,<40,-0.411743,-0.004421,-0.116918,-0.89877,-1.082754,-0.676033,-0.352017,-0.893509,-1.029999,1.655761,1.040774,'\'(95125-145050]\''
